B435,eB435,V606,eV606,I814,eI814,Y105,eY105,J125,eJ125,JH140,eJH140,H160,eH160,bright_mag,bright_magerr,stel,fwhm,area,zmax,label
28.9683,0.7027,99.0,29.725,29.8485,0.941,27.5716,0.2884,27.6706,0.4644,28.4796,0.74,27.5354,0.2684,27.8927,28.9158,0.04,0.367,11.0,6.53,not_spike
29.5893,1.3784,99.0,29.2166,27.7917,0.3106,27.5365,0.4227,28.1972,0.96,26.7007,0.3057,26.7391,0.2235,27.0209,28.3415,0.0,0.572,24.0,5.62,not_spike
99.0,28.5073,99.0,29.1518,26.7985,0.1421,26.5836,0.2028,26.2968,0.2509,26.5556,0.2704,26.1939,0.1427,26.3583,28.3249,0.0,0.386,35.0,5.02,not_spike
26.7714,0.5536,25.1051,0.0907,22.6475,0.0158,21.5693,0.0088,21.3724,0.0128,21.2923,0.01,21.2054,0.0064,21.2118,26.7721,0.99,0.208,438.0,5.594,not_spike
28.0634,1.1044,26.5462,0.2402,23.5133,0.0249,22.0527,0.01,21.7479,0.0131,21.7448,0.011,21.7188,0.0076,21.7264,27.0968,0.98,0.192,216.0,6.017,not_spike
99.0,28.3806,99.0,29.0054,26.2983,0.1256,25.8388,0.1051,25.7691,0.1692,25.7321,0.1327,25.9404,0.1126,25.8833,27.9471,0.19,0.307,38.0,5.81,not_spike
32.3888,3.1998,99.0,29.824,28.8479,0.5284,27.6841,0.3683,27.7674,0.6007,28.3244,0.7721,27.2875,0.2656,27.6399,28.6806,0.75,0.251,11.0,5.783,not_spike
99.0,29.2845,28.8307,0.3556,31.0731,1.8969,27.0939,0.2531,26.5341,0.2366,26.4159,0.1762,28.2236,0.6098,26.6262,28.3011,0.79,0.137,8.0,6.9,not_spike
28.6293,0.9012,29.5406,1.1017,27.7993,0.4855,26.1978,0.1549,26.5699,0.3491,26.0111,0.1833,25.9014,0.1185,26.0345,28.2465,0.0,0.79,47.0,6.117,not_spike
99.0,28.1228,31.4064,2.7766,26.2001,0.1523,24.9766,0.0658,24.7561,0.0927,24.704,0.0724,24.7356,0.0523,24.7816,27.6071,0.92,0.193,65.0,5.915,not_spike
29.6111,0.9809,31.4821,1.8857,30.2351,1.3094,26.6632,0.2573,26.9391,0.4788,27.0526,0.4669,26.4066,0.1862,26.6315,28.2268,0.96,0.136,8.0,6.83,not_spike
99.0,28.7093,99.0,29.3165,27.4045,0.2572,26.776,0.1864,26.3962,0.2253,26.8345,0.2652,27.8631,0.427,26.6809,27.9889,0.0,0.553,23.0,5.81,not_spike
99.0,28.2696,28.0185,0.4145,26.7263,0.2135,25.0566,0.0618,24.8631,0.0893,24.877,0.0736,24.8885,0.0528,24.944,28.1451,0.98,0.209,53.0,6.102,not_spike
29.3569,0.8563,31.5795,1.9726,30.2359,1.2911,27.5816,0.2459,28.3251,0.6636,28.4492,0.6197,28.4143,0.4409,27.9,29.0686,0.49,0.343,5.0,6.49,not_spike
99.0,29.3654,31.4872,1.7795,29.6794,0.8449,26.8142,0.186,28.5825,1.1347,26.8458,0.2841,28.6547,0.7678,27.0389,28.6354,0.73,0.107,7.0,6.53,not_spike
25.7429,0.2368,25.9122,0.1617,22.9181,0.0175,21.7583,0.009,21.459,0.0117,21.4858,0.0101,21.4345,0.0069,21.4415,26.9241,0.98,0.2,336.0,5.752,not_spike
27.8131,0.3655,99.0,29.5,29.7395,1.1457,28.105,0.4499,29.3384,1.4448,27.8189,0.4869,28.3336,0.5284,28.3681,28.8073,0.0,0.359,14.0,5.627,not_spike
99.0,28.7646,29.0738,0.5623,29.8762,1.251,29.4811,1.1317,27.3884,0.4216,26.9612,0.254,26.3783,0.112,26.5032,28.7877,0.77,0.223,17.0,9.639,not_spike
99.0,29.0196,29.0307,0.4978,99.0,29.1504,27.9663,0.3839,26.8865,0.2678,27.6183,0.3926,27.2813,0.2201,27.2428,28.2697,0.19,0.295,13.0,7.328,not_spike
27.7526,0.6705,29.8825,1.5926,27.8038,0.6015,26.3487,0.2047,26.9012,0.5136,27.2341,0.5466,26.8825,0.3134,26.6011,28.0562,0.0,0.597,20.0,6.11,not_spike
99.0,28.7622,30.4946,1.4012,29.6401,1.125,26.5623,0.2313,25.949,0.1911,26.1548,0.2242,25.7123,0.092,25.8128,28.3459,0.94,0.197,30.0,7.373,not_spike
29.0231,0.6337,99.0,29.944,28.1951,0.293,27.9233,0.3065,27.173,0.2652,28.2548,0.5342,27.9981,0.3106,27.5247,28.5681,0.67,0.313,9.0,5.22,not_spike
99.0,28.1659,99.0,28.8963,26.1275,0.1282,24.4347,0.0421,24.1838,0.0564,24.3566,0.0563,24.2264,0.0342,24.2433,27.3666,0.97,0.2,78.0,6.14,not_spike
99.0,29.0605,28.9182,0.4278,31.9958,2.8522,27.3373,0.2468,27.1286,0.3326,27.3383,0.3433,27.6027,0.2961,27.6106,28.2425,0.01,0.47,14.0,6.71,not_spike
29.9459,1.0767,29.9303,0.7134,30.7656,1.5233,-99.0,0.0,99.0,27.7803,-99.0,0.0,25.4997,0.0989,25.6086,28.0509,0.97,0.309,10.0,10.38,not_spike
27.1932,0.5324,27.4474,0.3954,23.9046,0.0296,22.3952,0.0124,22.099,0.0162,22.0641,0.0137,22.0219,0.0092,22.0312,27.2009,0.98,0.222,210.0,6.059,not_spike
30.8107,1.765,31.2555,1.6317,29.6012,0.8449,99.0,28.4068,25.8239,0.2075,30.6731,2.8136,25.5757,0.1113,25.6997,27.9929,0.72,0.121,8.0,12.192,not_spike
99.0,27.5122,25.2678,0.0767,22.5884,0.0114,21.6519,0.0083,21.4185,0.0112,21.4301,0.01,21.4061,0.0066,21.4128,26.9368,0.98,0.203,323.0,5.554,not_spike
99.0,28.2126,99.0,28.9381,28.0595,0.5532,25.8783,0.1372,25.7311,0.1963,25.8256,0.1858,25.7976,0.1232,25.9365,28.0985,0.0,0.676,56.0,6.36,spike
27.5012,0.5333,29.3799,1.1231,99.0,28.1973,26.6754,0.3013,26.0516,0.2836,26.9486,0.5108,26.0333,0.1677,26.2317,27.9766,0.0,0.718,30.0,7.026,not_spike
28.3556,0.5583,99.0,29.4953,27.1211,0.1755,27.0134,0.226,26.6601,0.2725,26.914,0.2911,26.7505,0.1773,26.9625,28.6282,0.0,0.531,25.0,5.12,not_spike
99.0,28.064,99.0,28.7333,25.5036,0.082,25.1979,0.091,25.0887,0.135,25.1836,0.1277,25.1959,0.0863,25.2429,27.2841,0.0,1.033,95.0,5.68,not_spike
27.992,0.7421,29.5858,1.3246,26.931,0.3019,25.684,0.1559,25.9598,0.308,25.5217,0.193,25.3952,0.1144,25.5231,27.7807,0.0,1.881,100.0,5.858,not_spike
27.8411,0.4783,29.3121,0.7997,30.2514,1.7284,26.6463,0.1888,26.7735,0.3218,27.008,0.3522,27.0107,0.2365,26.8751,28.4497,0.0,0.668,25.0,6.65,not_spike
99.0,28.5397,28.2723,0.3949,26.7556,0.1702,25.9254,0.1206,26.19,0.2434,26.0464,0.1887,26.0163,0.1244,26.0611,28.2502,0.04,0.424,39.0,5.38,not_spike
30.1756,1.1648,99.0,30.1436,28.9411,0.4573,27.9289,0.2958,27.9286,0.4408,28.6317,0.6638,28.375,0.3889,28.3367,29.1894,0.52,0.2,7.0,5.95,not_spike
99.0,27.84,99.0,28.5474,26.3512,0.2002,25.3882,0.1612,25.0183,0.1972,24.8415,0.1508,24.8634,0.1016,24.9755,27.3843,0.0,1.696,149.0,5.855,not_spike
99.0,28.8505,99.0,29.4862,99.0,28.9483,27.4329,0.3311,26.7068,0.2981,27.3383,0.42,26.7383,0.1855,26.9622,28.5624,0.01,0.55,25.0,7.116,not_spike
99.0,28.1881,99.0,28.8867,27.6356,0.4262,25.7528,0.2193,25.4219,0.2522,25.2102,0.214,25.5159,0.1695,25.477,26.8648,0.0,1.34,60.0,6.293,not_spike
28.3991,0.7151,29.1986,0.7767,29.4352,1.171,26.3725,0.2207,26.0,0.2719,25.8241,0.2129,26.0274,0.1647,26.0891,27.485,0.0,0.744,51.0,6.71,not_spike
28.1338,0.6287,28.5874,0.5168,99.0,28.6729,26.2486,0.1915,26.282,0.3233,26.0156,0.2305,25.8076,0.1331,25.9593,28.0195,0.0,0.761,54.0,6.96,not_spike
27.5076,0.421,99.0,29.0145,27.629,0.3894,26.1276,0.2626,25.7428,0.3129,25.6946,0.27,25.4814,0.1514,25.6573,27.5439,0.0,0.856,67.0,6.162,not_spike
99.0,28.527,29.2734,0.7992,99.0,28.7328,25.9437,0.2036,26.3731,0.5038,25.9076,0.27,25.77,0.2042,26.0217,27.4804,0.0,0.715,47.0,6.95,not_spike
99.0,28.6026,99.0,29.2922,29.6174,1.2306,25.98,0.201,25.8813,0.2985,26.4,0.3812,25.7987,0.1661,25.9949,27.7526,0.04,0.73,41.0,6.85,not_spike
99.0,28.6642,99.0,29.3675,99.0,28.8999,25.9655,0.2043,26.0587,0.3693,25.8987,0.2872,25.76,0.1698,25.9614,27.6881,0.07,0.704,36.0,7.03,not_spike
28.9616,0.5981,99.0,29.9114,99.0,29.5093,27.2337,0.3526,26.7176,0.3828,27.0748,0.3989,26.645,0.2188,26.9193,28.273,0.89,0.327,12.0,6.96,not_spike
99.0,29.0542,99.0,29.7533,28.1424,0.3202,27.8088,0.3492,27.0967,0.3181,27.2987,0.3242,27.5482,0.27,27.5484,28.2668,0.03,0.404,13.0,5.385,not_spike
99.0,29.0839,33.3695,3.6753,99.0,29.2801,28.0463,0.4419,28.9731,1.1929,28.8417,0.9999,27.6777,0.32,28.1334,28.8401,0.0,0.499,14.0,6.96,not_spike
99.0,29.3609,99.0,30.0297,28.1249,0.2658,-99.0,0.0,26.624,0.363,-99.0,0.0,27.0165,0.2751,27.1732,27.6271,0.78,0.392,11.0,5.838,spike
99.0,28.1778,29.7118,1.2347,99.0,28.4519,26.5696,0.2569,26.7765,0.4759,26.3988,0.3112,26.1234,0.1728,26.329,28.0315,0.0,0.713,31.0,6.96,not_spike
99.0,28.709,99.0,29.3807,28.4581,0.5588,28.1862,0.6285,27.409,0.5262,99.0,28.0531,27.119,0.2614,27.4641,28.5317,0.0,0.637,25.0,5.23,not_spike
99.0,99.0,-99.0,0.0,99.0,29.9872,27.4109,0.2147,27.9059,0.4718,28.2342,0.5228,28.2156,0.3319,27.6789,29.0614,0.47,0.0,1.0,6.95,not_spike
99.0,99.0,26.7248,0.3927,25.4851,0.0506,23.8797,0.0324,23.6505,0.0424,23.5786,0.035,23.5749,0.0217,23.5971,27.8108,0.97,0.25,32.0,6.145,not_spike
99.0,99.0,-99.0,0.0,99.0,29.3349,28.3269,0.7632,32.6188,4.8628,27.5504,0.5834,28.4307,0.7283,22.7838,27.2766,0.88,0.064,12.0,4.51,not_spike
99.0,99.0,26.1563,0.1146,32.8223,3.8212,25.9395,0.1329,25.3074,0.1231,26.1905,0.2233,26.0313,0.1224,25.4462,27.6088,0.07,0.741,4.0,7.09,not_spike
99.0,99.0,-99.0,0.0,27.4885,0.1719,25.8378,0.0923,25.2841,0.0906,25.345,0.0842,25.2244,0.0475,25.274,28.5982,0.69,0.273,7.0,6.246,not_spike
99.0,99.0,-99.0,0.0,99.0,29.2367,27.3476,0.4672,27.1778,0.6432,99.0,27.6579,28.5727,0.9619,23.3732,27.4034,1.0,0.463,14.0,4.51,not_spike
99.0,99.0,-99.0,0.0,32.043,2.6074,28.7149,0.9626,27.465,0.6196,99.0,27.9722,28.2877,0.6597,25.3148,28.5239,0.74,0.095,5.0,6.232,not_spike
99.0,99.0,99.0,28.8463,30.2299,1.3026,27.9816,0.4966,26.6234,0.2705,27.0004,0.3139,27.2223,0.2798,21.7974,26.9207,1.0,0.0,8.0,7.718,not_spike
99.0,99.0,28.6819,0.5466,99.0,29.6286,28.5543,0.6267,99.0,28.2975,27.5837,0.4091,29.1085,0.7998,26.4493,28.6098,0.03,0.33,3.0,5.62,not_spike
99.0,99.0,26.3101,0.1815,23.89,0.0142,22.9853,0.0162,22.7506,0.0208,22.7513,0.0187,22.7768,0.0122,22.7704,27.1519,0.96,0.224,59.0,5.634,not_spike
99.0,99.0,29.0587,0.6856,99.0,29.6349,99.0,28.9212,28.0364,0.6163,28.3903,0.6924,29.2891,0.9695,24.9506,28.039,0.85,-0.011,4.0,4.95,not_spike
99.0,99.0,30.1509,1.5344,99.0,29.3457,28.3666,0.6465,28.1158,0.7929,28.1596,0.7304,27.8822,0.4558,22.8785,27.4143,0.82,0.086,7.0,6.375,not_spike
99.0,99.0,28.5108,0.7493,25.7635,0.0555,24.7509,0.0499,24.53,0.0658,24.5868,0.0596,24.5227,0.0413,24.5656,28.0527,0.97,0.214,32.0,5.726,not_spike
99.0,99.0,30.5947,1.7516,31.4527,2.0679,28.2907,0.5219,99.0,28.2395,27.9203,0.542,28.4705,0.6095,24.5191,27.9366,0.78,0.076,5.0,6.242,not_spike
99.0,99.0,30.7516,1.5658,99.0,29.9738,28.8941,0.6198,28.6275,0.7262,28.4977,0.6164,28.9358,0.5641,27.6641,29.0526,0.36,0.0,1.0,6.33,not_spike
99.0,99.0,28.4233,0.504,99.0,29.4939,28.4983,0.6927,29.4249,1.6382,29.9362,1.8709,28.9065,0.9076,29.3931,28.9949,0.73,0.1,8.0,4.82,not_spike
99.0,99.0,29.5839,1.0788,28.7605,0.4683,27.2607,0.2588,27.5723,0.5073,27.5397,0.4359,27.8183,0.3588,25.4314,28.2465,0.71,0.425,7.0,6.25,not_spike
99.0,99.0,28.9805,0.5294,99.0,29.9505,28.9132,0.6193,99.0,28.6324,29.0822,0.8879,30.0311,1.1603,27.428,28.858,0.36,0.0,1.0,6.98,not_spike
99.0,99.0,28.8271,0.8634,99.0,29.0816,28.9982,1.1502,27.635,0.7012,27.7801,0.6838,29.8235,1.6355,21.3881,26.7983,0.93,0.298,18.0,8.13,not_spike
99.0,99.0,99.0,29.1529,99.0,29.5914,28.7053,0.707,99.0,28.2072,29.1099,1.1822,28.6181,0.6847,24.1036,27.8796,0.98,0.068,5.0,4.51,not_spike
99.0,99.0,28.9045,0.634,99.0,29.6569,99.0,28.8945,99.0,28.3171,99.0,28.5172,28.5433,0.6059,21.6883,27.0654,0.93,0.107,11.0,4.51,not_spike
99.0,99.0,28.4417,0.5128,99.0,29.4209,27.4574,0.3312,28.4768,1.0369,28.225,0.7408,29.3106,1.0973,23.578,27.4879,0.99,0.104,5.0,6.59,not_spike
99.0,99.0,99.0,28.9677,31.6222,2.2844,28.3394,0.5938,-99.0,0.0,99.0,28.313,28.4363,0.5706,24.3813,28.367,0.85,0.05,6.0,6.066,not_spike
99.0,99.0,28.3866,0.5812,99.0,29.2164,99.0,28.4666,28.9987,1.5447,27.9625,0.6927,29.1144,1.1351,23.4189,27.5163,0.82,0.32,11.0,4.92,not_spike
99.0,99.0,30.9421,2.237,99.0,29.3214,28.4765,0.6824,27.7605,0.6332,99.0,28.2392,28.6363,0.702,22.9204,27.4657,0.66,0.058,6.0,4.51,not_spike
99.0,99.0,29.4864,1.0779,99.0,29.4509,27.9615,0.4517,28.216,0.8025,28.7663,1.0008,28.3419,0.5348,23.6506,27.6599,0.97,0.344,8.0,6.323,not_spike
99.0,99.0,28.4024,0.5995,99.0,29.2135,99.0,28.4525,99.0,27.8638,27.8788,0.675,30.9415,2.4791,22.2188,27.2032,0.91,0.104,11.0,10.07,not_spike
99.0,99.0,29.3002,0.6764,99.0,29.8558,28.6369,0.5166,28.1865,0.577,29.8416,1.437,31.1364,2.0184,26.7115,28.8177,0.49,0.256,3.0,6.96,not_spike
99.0,99.0,28.6197,0.6131,99.0,29.4155,28.3433,0.7268,27.3344,0.5246,27.9245,0.737,30.7451,2.3209,24.5166,28.1275,0.87,0.035,6.0,7.38,not_spike
99.0,99.0,29.1537,1.1086,30.5914,1.8155,27.8883,0.6502,26.9872,0.5095,28.599,1.267,27.7313,0.5224,21.0293,26.6925,0.95,0.247,16.0,6.228,not_spike
99.0,99.0,99.0,29.2236,99.0,29.6967,29.2384,0.9565,99.0,28.3222,28.1036,0.574,28.4477,0.505,29.3989,28.496,0.73,0.011,4.0,6.156,not_spike
99.0,99.0,99.0,28.6055,99.0,29.0728,30.5224,2.3531,29.5712,2.0257,27.3963,0.5334,27.3229,0.3288,21.8084,26.7985,0.92,0.169,14.0,8.568,not_spike
99.0,99.0,29.4118,0.8348,99.0,29.7244,28.4583,0.5757,99.0,28.4131,28.2427,0.6499,29.8477,1.167,26.9313,28.7258,0.46,0.367,2.0,6.96,not_spike
99.0,99.0,28.1979,0.4866,99.0,29.3144,27.3723,0.3849,28.6532,1.2339,28.6768,1.1986,28.6533,0.8058,23.7086,27.5534,0.66,0.101,7.0,4.51,not_spike
99.0,99.0,99.0,29.047,31.7265,2.3437,30.0013,1.516,31.6609,3.5738,28.191,0.6512,28.4409,0.5651,24.1499,28.0958,0.92,0.072,7.0,4.51,not_spike
99.0,99.0,28.498,0.4095,99.0,29.7935,99.0,29.0865,29.3064,1.2478,28.701,0.7823,28.9797,0.6441,26.8578,28.731,0.42,0.337,1.0,4.92,not_spike
99.0,99.0,99.0,29.1862,99.0,29.6302,28.449,0.5667,29.9876,1.8908,99.0,28.4701,28.2701,0.447,24.3468,27.9466,0.77,0.066,4.0,6.116,not_spike
99.0,99.0,99.0,29.2099,99.0,29.6712,99.0,28.4654,99.0,27.9385,28.0615,0.7315,28.5866,0.7157,24.7293,28.0227,0.69,0.037,5.0,4.51,not_spike
99.0,99.0,29.3734,1.1655,99.0,29.1735,28.3863,0.7182,27.7038,0.6801,99.0,28.0805,27.6674,0.3909,20.682,26.5443,0.91,0.086,12.0,6.204,not_spike
99.0,99.0,99.0,28.8647,99.0,29.3573,27.8738,0.6055,27.4874,0.6854,99.0,27.8219,29.2392,1.281,22.7296,27.4139,0.99,0.344,11.0,4.51,not_spike
99.0,99.0,29.2993,0.7382,99.0,29.7649,99.0,29.0594,99.0,28.4577,28.7664,0.8099,29.0066,0.6756,26.7754,28.6442,0.39,0.365,1.0,4.51,not_spike
99.0,99.0,28.0481,0.3336,99.0,29.6792,30.5909,1.9537,30.6118,2.526,29.3595,1.2978,27.7664,0.3215,26.9172,28.6608,0.43,0.0,1.0,4.96,not_spike
99.0,99.0,30.1644,1.1836,30.6448,1.1719,28.2145,0.3805,29.8609,1.5764,27.6853,0.3427,28.5215,0.4462,27.5603,28.9717,0.36,0.0,0.0,6.294,not_spike
99.0,99.0,99.0,28.875,99.0,29.3225,99.0,28.1439,28.9754,1.7248,27.6284,0.6927,27.8616,0.5867,23.3842,27.8099,0.76,0.077,14.0,4.52,not_spike
99.0,99.0,99.0,29.3291,29.1464,0.4798,99.0,28.3679,99.0,28.3087,99.0,28.3718,28.3697,0.4802,26.3334,28.6834,0.64,0.051,3.0,5.04,not_spike
99.0,99.0,25.9066,0.1402,24.163,0.0209,23.2181,0.0212,-99.0,0.0,23.0308,0.0252,23.0231,0.0165,23.0398,27.5614,0.88,0.241,52.0,5.615,not_spike
99.0,99.0,29.1826,0.7795,99.0,29.6112,28.5366,0.5951,28.9076,1.1081,99.0,28.503,28.7682,0.6375,26.443,28.5602,0.36,0.413,1.0,4.51,not_spike
99.0,99.0,99.0,29.0363,99.0,29.5459,29.0556,0.9013,28.0664,0.6855,30.452,2.2284,28.8667,0.73,25.8559,28.2846,0.45,0.353,3.0,4.51,not_spike
99.0,99.0,28.3472,0.5672,99.0,29.2328,28.2246,0.677,28.2347,0.9443,27.9749,0.7444,29.4847,1.2785,22.0958,27.3507,0.89,0.055,11.0,5.07,not_spike
99.0,99.0,28.4382,0.566,25.7326,0.0402,24.7493,0.0634,24.5263,0.0879,24.6843,0.0815,24.6604,0.0531,24.622,27.2112,0.57,0.5,8.0,5.74,not_spike
99.0,99.0,27.7006,0.441,99.0,29.0758,99.0,28.4572,29.616,1.9462,99.0,28.0745,27.985,0.4983,25.3301,28.1921,0.59,0.545,8.0,5.02,not_spike
99.0,99.0,99.0,29.2659,99.0,29.7654,28.1736,0.4286,99.0,28.4447,30.812,2.3402,27.9734,0.3187,25.3686,28.4006,0.65,0.298,3.0,6.361,not_spike
99.0,99.0,31.016,2.0561,99.0,29.6296,28.2419,0.4896,99.0,28.1679,29.5433,1.4332,28.6911,0.6607,25.7783,28.3356,0.51,0.129,7.0,6.194,not_spike
99.0,99.0,29.0328,0.5949,99.0,29.8743,29.6416,1.0232,28.2556,0.6151,28.4594,0.6567,28.5905,0.4572,26.8802,28.8663,0.56,0.151,2.0,6.205,not_spike
99.0,99.0,29.3151,0.9424,99.0,29.4265,27.5081,0.3594,99.0,28.0878,29.4219,1.5621,28.3146,0.5326,24.8761,28.0843,0.65,0.146,9.0,6.305,not_spike
99.0,99.0,26.9718,0.2226,26.2794,0.0768,24.9676,0.0607,24.6668,0.067,24.6711,0.0652,24.6309,0.036,24.6681,28.3125,0.72,0.196,14.0,5.99,not_spike
99.0,99.0,99.0,28.9891,99.0,29.4893,28.0435,0.4938,29.5098,1.6273,27.7416,0.5481,28.8593,0.7423,24.4225,28.0455,0.88,0.0,5.0,6.96,not_spike
99.0,99.0,28.1609,0.5345,99.0,29.1169,30.048,2.2876,99.0,27.2629,30.4074,2.967,27.5372,0.5467,25.7308,28.1634,0.08,0.689,5.0,4.51,not_spike
99.0,99.0,28.8484,0.729,99.0,29.3741,99.0,28.0243,99.0,27.3938,30.3868,2.8423,27.8265,0.601,26.0366,28.3791,0.43,0.43,3.0,4.51,not_spike
99.0,99.0,28.4533,0.4882,99.0,29.5392,27.7089,0.3357,99.0,28.2576,30.0618,1.831,29.1989,0.8736,25.1782,28.4347,0.72,0.062,6.0,6.59,not_spike
99.0,99.0,99.0,28.8939,29.2551,0.6927,27.3607,0.5018,99.0,27.2379,99.0,27.5707,29.6618,1.8176,26.1557,28.45,0.08,0.5,4.0,5.97,not_spike
99.0,99.0,30.0427,1.27,99.0,29.6265,28.4885,0.6083,99.0,28.1959,29.4658,1.3908,28.8604,0.7395,26.3191,28.5832,0.39,0.299,4.0,4.51,not_spike
99.0,99.0,99.0,29.2217,99.0,29.6654,28.0566,0.6573,99.0,27.6267,27.8066,0.7159,28.2496,0.6683,26.517,28.636,0.37,0.146,3.0,6.369,not_spike
99.0,99.0,28.9918,0.6668,99.0,29.6263,28.6024,0.6368,28.4115,0.8204,28.1113,0.6174,28.8862,0.6957,26.5464,28.6027,0.38,0.448,4.0,6.178,not_spike
99.0,99.0,27.2457,0.2325,99.0,29.3279,29.1455,1.0844,29.7971,2.0406,27.2705,0.4036,27.5042,0.3303,26.4806,28.3891,0.55,0.571,4.0,4.96,not_spike
99.0,99.0,29.4189,0.8218,99.0,29.7293,27.7905,0.3215,27.6596,0.4513,28.95,0.9484,27.9183,0.3206,27.391,28.823,0.35,0.0,0.0,6.96,not_spike
99.0,99.0,99.0,29.4316,99.0,29.8523,29.3631,0.8717,28.0263,0.5251,28.8452,0.7996,29.2433,0.7428,25.9826,28.7911,0.66,0.113,2.0,6.046,not_spike
99.0,99.0,26.6455,0.2069,24.6724,0.0249,23.6892,0.0266,23.5495,0.0359,23.4826,0.0322,23.4846,0.0187,23.5036,27.8865,0.96,0.21,35.0,5.675,not_spike
99.0,99.0,28.9558,0.5904,99.0,29.9662,29.0264,0.6591,28.9732,0.9345,29.1166,0.9088,29.6409,0.893,26.8804,28.7391,0.36,0.185,3.0,7.0,not_spike
99.0,99.0,29.6124,1.112,29.9808,1.0727,-99.0,0.0,99.0,28.0991,27.8708,0.5628,27.9717,0.418,25.3018,28.3746,0.71,0.07,4.0,5.983,not_spike
99.0,99.0,28.5263,0.4254,99.0,29.8503,29.293,0.856,28.3144,0.644,31.1642,2.5625,30.5283,1.5587,26.8804,28.8256,0.47,0.305,2.0,7.23,not_spike
99.0,99.0,27.1716,0.2918,25.4174,0.0438,24.5319,0.0437,24.2471,0.0567,24.3155,0.0513,24.3091,0.0324,24.3069,27.424,0.82,0.59,18.0,5.628,not_spike
99.0,99.0,26.1666,0.1671,24.2369,0.02,23.2767,0.0199,23.05,0.0272,23.0954,0.0238,23.0573,0.0149,23.0724,27.7067,0.98,0.198,49.0,5.669,not_spike
99.0,99.0,28.4646,0.5473,99.0,29.3837,99.0,28.598,99.0,28.0307,27.4398,0.4346,29.2139,1.0152,22.082,27.1661,1.0,0.331,8.0,4.91,not_spike
99.0,99.0,30.6334,1.6328,99.0,29.7206,27.405,0.395,99.0,27.5408,28.2366,0.9947,27.5233,0.44,26.6739,28.6658,0.36,0.359,3.0,6.583,not_spike
99.0,99.0,28.7704,0.5867,32.4772,2.9581,29.1553,0.9243,99.0,28.2521,29.532,1.4216,27.2956,0.2147,26.2798,28.4985,0.6,0.106,3.0,10.496,not_spike
99.0,99.0,27.8323,0.3058,99.0,29.5242,-99.0,0.0,28.3997,0.9098,28.6147,0.9518,27.7244,0.3378,27.4338,28.617,0.35,0.444,1.0,6.484,not_spike
99.0,99.0,28.6288,0.5012,99.0,29.6601,99.0,28.9186,27.9734,0.6068,29.4541,1.3041,31.5952,2.6813,26.4778,28.4939,0.46,0.386,4.0,8.99,not_spike
99.0,99.0,28.6865,0.718,99.0,29.1847,29.5601,1.457,99.0,27.8362,99.0,28.0725,27.6011,0.3845,26.7728,28.3013,0.07,0.0,1.0,4.54,not_spike
99.0,99.0,29.0861,0.8077,99.0,29.4292,27.9965,0.4703,28.7773,1.1453,28.6502,0.9433,28.7247,0.7152,27.3357,28.5396,0.36,0.0,1.0,6.181,not_spike
99.0,99.0,28.5788,0.5742,99.0,29.4555,99.0,28.7022,30.5379,2.5084,99.0,28.3173,28.3217,0.5215,26.1518,28.4013,0.36,0.466,4.0,5.04,not_spike
99.0,99.0,29.0062,0.5518,99.0,29.8269,30.0467,1.3009,28.5692,0.7706,28.1959,0.5249,28.2994,0.3758,27.6037,28.7416,0.46,0.111,2.0,7.331,not_spike
99.0,99.0,28.808,0.5473,99.0,29.7682,28.4015,0.4875,27.9146,0.543,27.8603,0.4361,27.9568,0.3188,27.4123,28.7776,0.35,0.362,2.0,6.679,not_spike
99.0,99.0,28.8808,0.5822,99.0,29.7072,28.0193,0.5133,29.4842,1.7626,27.5357,0.4788,30.4797,1.9968,26.3004,28.5617,0.41,0.104,3.0,6.96,not_spike
99.0,99.0,99.0,29.219,29.5484,0.6988,27.7861,0.4658,30.4205,2.6139,99.0,28.1222,28.7338,0.8109,28.6192,28.4638,0.94,0.042,5.0,4.51,not_spike
99.0,99.0,99.0,28.6695,25.6243,0.0427,24.7319,0.0439,24.4784,0.0588,24.602,0.0548,24.6473,0.0362,24.5406,27.6141,0.71,0.176,14.0,5.75,not_spike
99.0,99.0,30.71,1.976,99.0,29.4324,28.5157,0.6771,99.0,28.0509,28.1042,0.669,27.9807,0.4274,22.5921,27.361,0.91,0.098,11.0,6.362,not_spike
99.0,99.0,28.8178,0.6541,99.0,29.4996,28.1697,0.5531,29.3885,1.6522,99.0,28.2481,28.6628,0.7171,23.8379,27.7688,0.66,0.098,6.0,4.51,not_spike
99.0,99.0,-99.0,0.0,99.0,29.467,99.0,28.2809,99.0,27.7739,27.9237,0.7504,28.2086,0.6092,23.3726,27.4751,1.0,0.086,6.0,4.51,not_spike
99.0,99.0,-99.0,0.0,99.0,29.5727,28.5902,0.6815,28.6734,1.0421,99.0,28.3474,28.3487,0.5196,24.1041,27.7718,0.93,0.329,7.0,4.51,not_spike
99.0,99.0,27.3799,0.3606,25.009,0.0347,23.608,0.0301,23.1915,0.0388,23.2115,0.0325,23.2126,0.0218,23.2317,26.7882,0.92,0.329,30.0,6.018,not_spike
99.0,99.0,28.5182,0.3923,99.0,29.9824,99.0,29.1341,28.8504,0.9253,28.7446,0.7838,29.2759,0.7319,27.4188,28.9672,0.36,0.0,1.0,4.95,not_spike
